dur,proto,service,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,tcprtt,synack,ackdat,smean,dmean,ct_src_dport_ltm,ct_dst_sport_ltm,ct_flw_http_mthd,attack_cat,label
8e-06,trunk-1,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
2.097541,ospf,-,42,0,2688,0,19.546698,10007.909,0.0,0,0,51.159534,0.0,55.640575,0.0,0.0,0.0,0.0,64,0,1,1,0,Analysis,1
1.265938,tcp,http,10,10,1142,1126,15.008633,6496.3687,6407.8965,2,2,140.65977,133.67867,9859.731,201.6696,0.118898,0.061757,0.057141,114,113,9,6,30,Analysis,1
3e-06,merit-inp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
9e-06,sctp,-,2,0,104,0,111111.11,46222220.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,52,0,2,2,0,Analysis,1
1e-05,scps,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
5e-06,unas,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
0.929041,tcp,http,10,10,848,1360,20.451197,6578.8267,10539.9,2,2,103.226776,95.39322,7079.137,158.19402,0.048606,0.022662,0.025944,85,136,1,1,1,Analysis,1
3e-06,iso-ip,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
0.6222,tcp,http,10,8,814,1324,27.322405,9424.622,14901.961,2,2,69.11889,74.31114,3399.4465,118.22088,0.194044,0.102014,0.09203,81,166,2,2,4,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
5e-06,nvp,-,2,0,180,0,200000.0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,90,0,10,10,0,Analysis,1
0.809562,tcp,http,10,8,810,1318,20.999008,7203.895,11403.697,2,2,89.95133,102.521286,4731.638,189.18906,0.146878,0.074545,0.072333,81,165,2,2,4,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
59.32905,ospf,-,118,0,32096,0,1.972053,4291.1865,0.0,0,0,507.08597,0.0,629.52527,0.0,0.0,0.0,0.0,272,0,1,1,0,Analysis,1
4e-06,sctp,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
1.177683,tcp,http,10,10,816,1306,16.133373,4992.8545,7988.5674,2,2,130.85367,122.759,9254.535,203.47838,0.131867,0.072222,0.059645,82,131,2,2,4,Analysis,1
59.760056,ospf,-,180,0,48960,0,2.995312,6517.7983,0.0,0,0,333.85498,0.0,403.30032,0.0,0.0,0.0,0.0,272,0,1,1,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
1.285644,tcp,http,10,10,872,1216,14.778585,4884.7114,6813.7056,2,2,142.83711,133.02032,9909.53,202.0321,0.166904,0.088452,0.078452,87,122,1,1,1,Analysis,1
8e-06,ospf,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
1.442682,tcp,http,10,8,836,1230,11.783608,4175.556,5972.21,2,2,160.18912,189.75043,9163.905,347.69687,0.183214,0.114421,0.068793,84,154,1,1,1,Analysis,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
58.947353,ospf,-,50,0,5400,0,0.83125,718.2002,0.0,0,0,1203.0073,0.0,1554.3696,0.0,0.0,0.0,0.0,108,0,1,1,0,Analysis,1
3e-06,crtp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
0.596994,tcp,http,10,8,846,1290,28.476,10211.158,15129.131,2,2,66.332664,65.93471,3662.836,110.91205,0.15435,0.109311,0.045039,85,161,1,1,4,Analysis,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
8e-06,eigrp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,ip,-,2,0,180,0,333333.3,239999980.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,90,0,4,3,0,Analysis,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
1.428935,mux,-,4,0,400,0,2.099466,1679.5725,0.0,0,0,476.31165,0.0,673.6022,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
1e-06,sat-expak,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,pgm,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
5e-06,smp,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
0.727986,tcp,http,10,8,830,1190,23.352098,8208.949,11450.77,2,2,80.88734,94.41329,4675.5625,179.59578,0.136885,0.066364,0.070521,83,149,2,1,1,Analysis,1
9e-06,ospf,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
8e-06,eigrp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
0.591059,tcp,http,10,8,796,1088,28.761932,9704.614,12885.346,2,2,65.673225,65.57243,3288.5024,101.92002,0.210809,0.131404,0.079405,80,136,3,2,4,Analysis,1
9e-06,sprite-rpc,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
0.960701,tcp,http,10,10,798,1152,19.777225,5987.295,8635.361,2,2,106.73156,100.40366,5916.1777,216.65787,0.117791,0.057059,0.060732,80,115,1,1,1,Analysis,1
6e-06,eigrp,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
3e-06,i-nlsp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
0.850535,tcp,http,10,8,808,1254,19.98742,6847.455,10327.617,2,2,94.50389,101.21043,4634.875,140.19435,0.186858,0.112857,0.074001,81,157,1,1,1,Analysis,1
4e-06,aes-sp3-d,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,egp,-,2,0,180,0,333333.3,239999980.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,90,0,10,10,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
1e-05,iso-tp4,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
5e-06,merit-inp,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
2e-06,emcon,-,2,0,180,0,500000.0,360000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,90,0,9,9,0,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
6e-06,igp,-,2,0,180,0,166666.66,119999990.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,90,0,10,10,0,Analysis,1
3e-06,tp++,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
6e-06,igp,-,2,0,180,0,166666.66,119999990.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,90,0,8,8,0,Analysis,1
1.088067,tcp,http,10,10,842,1178,17.462158,5573.186,7800.9897,2,2,120.89633,110.25178,7592.8022,180.33722,0.157026,0.077989,0.079037,84,118,1,1,1,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,Analysis,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
0.783604,tcp,http,12,8,924,1152,24.24694,8647.225,10290.912,2,2,71.11663,99.18129,4336.6157,154.71007,0.125722,0.089325,0.036397,77,144,1,1,1,Analysis,1
38.60482,tcp,http,20,16,1636,2428,0.906623,322.23956,471.8582,4,6,2031.8325,2568.3582,272579.6,9364.471,0.184736,0.078627,0.106109,82,152,6,6,30,Analysis,1
5e-06,unas,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,ipcomp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
9e-06,kryptolan,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
0.881369,tcp,http,10,10,818,1308,21.557373,6689.5933,10692.457,2,2,97.929886,89.00111,6295.986,117.91706,0.108561,0.058,0.050561,82,131,1,1,1,Analysis,1
4e-06,compaq-peer,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
9e-06,ipv6-opts,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
2.76132,tcp,http,10,10,854,1404,6.880767,2227.92,3662.0166,2,2,306.81332,290.24887,18449.13,452.51703,0.267584,0.148302,0.119282,85,140,1,1,1,Analysis,1
1.177683,tcp,http,10,10,816,1306,16.133373,4992.8545,7988.5674,2,2,130.85367,122.759,9254.535,203.47838,0.131867,0.072222,0.059645,82,131,2,2,4,Analysis,1
9e-06,iso-ip,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
4e-06,mtp,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
8e-06,kryptolan,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
4e-06,gmtp,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
8e-06,egp,-,2,0,180,0,125000.0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,90,0,9,9,0,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,sun-nd,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,nsfnet-igp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,6,6,0,Analysis,1
9e-06,ipnip,-,2,0,180,0,111111.11,80000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2,2,0,Analysis,1
1e-06,xnet,-,2,0,180,0,1000000.0,720000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,90,0,2,2,0,Analysis,1
2e-06,iplt,-,2,0,200,0,500000.0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
11.32145,rvd,-,4,0,400,0,0.264984,211.98697,0.0,0,0,3773.8167,0.0,5336.978,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
2.662495,tcp,http,10,10,866,1204,7.136164,2343.6665,3257.0955,2,2,295.83276,281.80435,20662.445,454.1734,0.22674,0.125607,0.101133,87,120,1,1,1,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
38.60482,tcp,http,20,16,1636,2428,0.906623,322.23956,471.8582,4,6,2031.8325,2568.3582,272579.6,9364.471,0.184736,0.078627,0.106109,82,152,6,6,30,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
0.519118,tcp,http,10,8,830,1314,32.747852,11511.833,17722.367,2,2,57.617443,62.126,3389.1145,81.64821,0.122165,0.084232,0.037933,83,164,2,2,4,Analysis,1
1.203189,tcp,http,10,10,820,1252,15.791368,4906.9595,7493.4194,2,2,133.672,124.39066,8938.168,178.44711,0.143429,0.083668,0.059761,82,125,3,3,9,Analysis,1
0.686391,tcp,http,10,8,850,1320,24.767225,8916.201,13461.715,2,2,76.26567,81.58143,3701.6384,141.79364,0.211355,0.077488,0.133867,85,165,2,1,1,Analysis,1
0.64384,tcp,http,12,8,900,1064,29.510437,10250.994,11568.091,2,2,58.530907,84.23229,3755.1077,122.136086,0.148136,0.05349,0.094646,75,133,2,1,1,Analysis,1
0.662297,tcp,http,10,8,808,1084,25.668242,8793.638,11463.135,2,2,73.588554,88.90829,3780.3958,142.70035,0.089787,0.039195,0.050592,81,136,2,2,4,Analysis,1
0.551735,tcp,http,10,8,822,1086,30.811893,10729.789,13789.229,2,2,61.30389,66.64057,3338.3813,94.98151,0.127281,0.084614,0.042667,82,136,2,2,4,Analysis,1
1.935249,tcp,http,10,10,864,1380,9.817858,3216.1238,5134.223,2,2,214.91878,205.051,14150.424,311.642,0.197158,0.089787,0.107371,86,138,1,1,1,Analysis,1
1.172715,tcp,http,10,8,848,1134,14.496276,5211.838,6774.025,2,2,130.30167,150.793,7579.9688,317.62222,0.202037,0.116525,0.085512,85,142,3,3,9,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
9e-06,ipv6-frag,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
8e-06,xtp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
0.708763,tcp,http,10,8,796,1064,23.98545,8092.973,10508.449,2,2,78.75144,91.44886,4149.702,147.66354,0.160243,0.067921,0.092322,80,133,3,1,1,Analysis,1
9e-06,aris,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
8e-06,gmtp,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
9e-06,wb-mon,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,idrp,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
30.322762,ospf,-,42,0,18480,0,1.35212,4759.461,0.0,0,0,739.5796,0.0,857.77026,0.0,0.0,0.0,0.0,440,0,1,1,0,Analysis,1
0.649928,tcp,http,10,8,816,1084,26.156746,9047.156,11681.294,2,2,72.214226,79.874,3584.1396,125.711945,0.127437,0.072331,0.055106,82,136,2,2,4,Analysis,1
1.249088,tcp,http,12,8,916,1066,15.211097,5379.925,5975.5596,2,2,113.55346,154.82928,6363.1943,250.40808,0.19597,0.12423,0.07174,76,133,5,5,30,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
1.75206,tcp,http,10,10,864,1216,10.844377,3552.3896,4999.8286,2,2,194.67334,183.91411,14058.141,268.98276,0.164413,0.09617,0.068243,86,122,1,1,1,Analysis,1
1e-05,unas,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
4e-06,tlsp,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
0.807153,tcp,http,10,8,826,1202,21.061684,7374.067,10426.771,2,2,89.579445,105.91243,4864.2886,157.66655,0.134244,0.065765,0.068479,83,150,1,1,1,Analysis,1
4e-06,igp,-,2,0,180,0,250000.0,180000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,90,0,7,7,0,Analysis,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,5,5,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,sat-expak,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
1.448995,tcp,http,10,8,838,1140,11.73227,4168.4062,5510.026,2,2,160.99945,192.70786,8974.108,369.30856,0.212662,0.099385,0.113277,84,143,1,1,1,Analysis,1
1e-06,unas,-,2,0,200,0,1000000.0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
5e-06,unas,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
7e-06,unas,-,2,0,200,0,142857.14,114285710.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
4e-06,unas,-,2,0,200,0,250000.0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
9e-06,pri-enc,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9.576091,ospf,-,40,0,10880,0,4.072643,8862.071,0.0,0,0,245.5408,0.0,285.6058,0.0,0.0,0.0,0.0,272,0,1,1,0,Analysis,1
1.265938,tcp,http,10,10,1142,1126,15.008633,6496.3687,6407.8965,2,2,140.65977,133.67867,9859.731,201.6696,0.118898,0.061757,0.057141,114,113,9,6,30,Analysis,1
5e-06,unas,-,2,0,200,0,200000.0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
8e-06,pup,-,2,0,180,0,125000.0,90000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,90,0,9,9,0,Analysis,1
0.82773,tcp,http,10,8,820,1162,20.538097,7132.7607,9829.292,2,2,91.97,107.98129,5711.866,219.83788,0.070819,0.038979,0.03184,82,145,2,2,4,Analysis,1
3e-06,snp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
8e-06,unas,-,2,0,200,0,125000.0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,100,0,4,4,0,Analysis,1
3e-06,hmp,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
0.163239,sctp,-,4,2,536,440,30.629934,19701.174,10781.737,0,0,54.413,0.002,76.9417,0.0,0.0,0.0,0.0,134,220,1,1,0,Analysis,1
1e-05,tp++,-,2,0,200,0,100000.0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100,0,1,1,0,Analysis,1
3e-06,unas,-,2,0,200,0,333333.3,266666660.0,0.0,0,0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,secure-vmtp,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,gmtp,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,mfe-nsp,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
0.96391,tcp,http,10,8,820,1086,17.636501,6125.053,7892.853,2,2,107.10111,127.72729,5558.78,248.20976,0.244765,0.069162,0.175603,82,136,1,1,1,Analysis,1
59.932392,tcp,http,16,10,1478,1174,0.417137,185.00847,141.09232,6,2,3995.4927,6622.904,482157.78,18568.475,0.141751,0.061579,0.080172,92,117,8,8,16,Analysis,1
6e-06,unas,-,2,0,200,0,166666.66,133333330.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
9e-06,unas,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,3,3,0,Analysis,1
0.700927,tcp,http,10,8,818,1172,24.253595,8411.718,11710.206,2,2,77.87033,86.66014,4288.1997,130.81761,0.161879,0.094289,0.06759,82,147,1,1,4,Analysis,1
9e-06,stp,-,2,0,200,0,111111.11,88888890.0,0.0,0,0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,100,0,2,2,0,Analysis,1
